"Reporting Period","Project ID","Project County","Project City","Project ZIP","Gas Utility","Electric Utility","Project Completion Date","Total Project Cost","Pre-Retrofit Home Heating Fuel Type","Year Home Built","Size Of Home","Number Of Units","Job Type","Type Of Dwelling","Measure Type","Estimated Annual kWh Savings","Estimated Annual MMBtu Savings","First Year Modeled Project Energy Savings $ Estimate","Location 1"
"06/30/2023","412918","Onondaga","Baldwinsville","13027","National Grid","National Grid","07/19/2019","$1,142.00","Natural Gas","1865","1,373","1","Home Performance","Single Family","Building Shell","0.00","6.00","$51.00"," Baldwinsville NY 13027 (43.18518, -76.29835)"
"06/30/2023","392655","Monroe","Rochester","14619","Rochester Gas & Electric","Rochester Gas & Electric","06/03/2019","$3,577.00","Natural Gas","1931","1,650","1","Home Performance","Single Family","Building Shell","764.00","23.00","$263.00"," Rochester NY 14619 (43.13596, -77.64898)"
"06/30/2023","338225","Kings","Brooklyn","11225",,"Consolidated Edison","02/08/2018","$2,678.00","Oil","1934","1,020","1","Home Performance","Single Family","Building Shell","510.00","9.00","$220.00"," Brooklyn NY 11225 (40.6636308, -73.95541)"
"06/30/2023","340922","Herkimer","Little Falls","13365","National Grid","National Grid","05/22/2018","$2,927.00","Natural Gas","1961","901","1","Home Performance","Single Family","Building Shell","510.00","14.00","$197.00"," Little Falls NY 13365 (43.0444, -74.860045)"
"06/30/2023","388544","Oswego","Pennellville","13132","National Grid","National Grid","07/26/2019","$5,306.00","Natural Gas","1977","840","1","Home Performance","Mobile","Building Shell","0.00","36.00","$326.00"," Pennellville NY 13132 (43.2324863, -76.2209251)"
"06/30/2023","330886","Tompkins","Ithaca","14850","New York State Electric & Gas","New York State Electric & Gas","01/29/2018","$1,266.00","Natural Gas",,"1,292","1","Home Performance","Single Family","Building Shell","0.00","8.00","$87.00"," Ithaca NY 14850 (42.444575, -76.5001)"
"06/30/2023","335086","Albany","Glenmont","12077",,"National Grid","03/27/2018","$6,238.00","Oil","1968","1,161","1","Home Performance","Single Family","Building Shell","1,488.00","40.00","$480.00"," Glenmont NY 12077 (42.601715, -73.795895)"
"06/30/2023","332117","Wayne","Palmyra","14522","Rochester Gas & Electric","New York State Electric & Gas","05/22/2018","$3,255.00","Oil",,"1,415","1","Home Performance","Single Family","Building Shell","802.00","21.00","$729.00"," Palmyra NY 14522 (43.06067, -77.22958)"
"06/30/2023","360014","Erie","Buffalo","14215","National Fuel Gas Distribution","National Grid","12/03/2018","$1,242.00","Natural Gas",,"1,392","1","Home Performance","Single Family","Building Shell","0.00","6.00","$53.00"," Buffalo NY 14215 (42.93241, -78.80886)"
"06/30/2023","333284","Erie","Akron","14001","National Fuel Gas Distribution","Municipal","03/09/2018","$3,131.00","Natural Gas","1906","1,976","1","Home Performance","Single Family","Building Shell","0.00","15.00","$147.00"," Akron NY 14001 (43.02314, -78.49815)"
"06/30/2023","338272","Erie","Buffalo","14207","National Fuel Gas Distribution","National Grid","02/02/2018","$3,002.00","Natural Gas",,"2,292","1","Home Performance","Single Family","Building Shell","368.00","38.00","$419.00"," Buffalo NY 14207 (42.945525, -78.887125)"
"06/30/2023","350874","Chemung","Elmira","14904","New York State Electric & Gas","New York State Electric & Gas","12/26/2018","$4,976.00","Natural Gas","1941","1,610","1","Home Performance","Single Family","Building Shell","301.00","25.00","$294.00"," Elmira NY 14904 (42.079605, -76.79954)"
"06/30/2023","387827","Herkimer","Frankfort","13340","National Grid","Municipal","02/11/2019","$5,110.00","Natural Gas","1901","2,680","1","Home Performance","Single Family","Building Shell","0.00","59.00","$541.00"," Frankfort NY 13340 (43.033565, -75.068965)"
"06/30/2023","338350","Ulster","Lake Katrine","12449",,"Central Hudson Gas & Electric","04/24/2018","$5,932.00","Propane","1931","Report SF less than 800","1","Home Performance","Single Family","Building Shell","443.00","59.00","$1,936.00"," Lake Katrine NY 12449 (41.9864521, -73.992)"
"06/30/2023","372566","Monroe","Rochester","14626","Rochester Gas & Electric","Rochester Gas & Electric","10/01/2018","$2,978.00","Natural Gas",,"1,489","1","Home Performance","Single Family","Building Shell","301.00","14.00","$174.00"," Rochester NY 14626 (43.21119, -77.696605)"
